"UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN","DEST_AIRPORT_ID","DEST","MONTH",
"04Q","Tradewind Aviation",13535,"MVL",12197,"HPN",1,
"04Q","Tradewind Aviation",12197,"HPN",13535,"MVL",1,
"04Q","Tradewind Aviation",10792,"BUF",10540,"BED",1,
"04Q","Tradewind Aviation",13303,"MIA",15167,"TEB",1,
"04Q","Tradewind Aviation",14259,"PSM",12197,"HPN",1,
"04Q","Tradewind Aviation",10472,"B21",10927,"CDW",1,
"04Q","Tradewind Aviation",10472,"B21",11456,"DXR",1,
"04Q","Tradewind Aviation",10927,"CDW",10472,"B21",1,
"04Q","Tradewind Aviation",11456,"DXR",10472,"B21",1,
"04Q","Tradewind Aviation",11456,"DXR",13535,"MVL",1,
"04Q","Tradewind Aviation",10557,"BFD",12197,"HPN",1,
"04Q","Tradewind Aviation",11615,"EWB",15167,"TEB",1,
"04Q","Tradewind Aviation",12119,"HGR",12197,"HPN",1,
"04Q","Tradewind Aviation",13535,"MVL",12197,"HPN",1,
"04Q","Tradewind Aviation",13984,"OWD",15167,"TEB",1,
"04Q","Tradewind Aviation",13987,"OXC",10577,"BGM",1,
"04Q","Tradewind Aviation",13987,"OXC",13685,"NJ1",1,
"04Q","Tradewind Aviation",13184,"MBS",12197,"HPN",1,
"04Q","Tradewind Aviation",15382,"TVI",15167,"TEB",1,
"04Q","Tradewind Aviation",12899,"LBF",15041,"SUN",1,
"04Q","Tradewind Aviation",11503,"EGE",11042,"CLE",1,
"04Q","Tradewind Aviation",11259,"DAL",15167,"TEB",1,
"04Q","Tradewind Aviation",13125,"LWM",14255,"PSF",1,
"04Q","Tradewind Aviation",13125,"LWM",12397,"ITH",1,
"04Q","Tradewind Aviation",14122,"PIT",14100,"PHL",1,
"04Q","Tradewind Aviation",12264,"IAD",12197,"HPN",1,
"04Q","Tradewind Aviation",12397,"ITH",13125,"LWM",1,
"04Q","Tradewind Aviation",11764,"FRG",10257,"ALB",1,
"04Q","Tradewind Aviation",11764,"FRG",10540,"BED",1,
"04Q","Tradewind Aviation",10397,"ATL",12197,"HPN",1,
"04Q","Tradewind Aviation",10540,"BED",10792,"BUF",1,
"04Q","Tradewind Aviation",10540,"BED",10154,"ACK",1,
"04Q","Tradewind Aviation",10540,"BED",11764,"FRG",1,
"04Q","Tradewind Aviation",10540,"BED",15167,"TEB",1,
"04Q","Tradewind Aviation",12197,"HPN",12153,"HLG",1,
"04Q","Tradewind Aviation",12197,"HPN",13505,"MTN",1,
"04Q","Tradewind Aviation",12197,"HPN",14259,"PSM",1,
"04Q","Tradewind Aviation",12197,"HPN",10154,"ACK",1,
"04Q","Tradewind Aviation",12197,"HPN",10557,"BFD",1,
"04Q","Tradewind Aviation",12197,"HPN",12119,"HGR",1,
"04Q","Tradewind Aviation",12197,"HPN",12899,"LBF",1,
"04Q","Tradewind Aviation",12197,"HPN",11259,"DAL",1,
"04Q","Tradewind Aviation",12197,"HPN",12264,"IAD",1,
"04Q","Tradewind Aviation",12197,"HPN",10397,"ATL",1,
"04Q","Tradewind Aviation",12197,"HPN",10540,"BED",1,
"04Q","Tradewind Aviation",12197,"HPN",10721,"BOS",1,
"04Q","Tradewind Aviation",12197,"HPN",14843,"SJU",1,
"04Q","Tradewind Aviation",12197,"HPN",13541,"MVY",1,
"04Q","Tradewind Aviation",10721,"BOS",12197,"HPN",1,
"04Q","Tradewind Aviation",10721,"BOS",15167,"TEB",1,
"04Q","Tradewind Aviation",14843,"SJU",15027,"STX",1,
"04Q","Tradewind Aviation",15167,"TEB",13303,"MIA",1,
"04Q","Tradewind Aviation",15167,"TEB",13731,"NPT",1,
"04Q","Tradewind Aviation",15167,"TEB",10154,"ACK",1,
"04Q","Tradewind Aviation",15167,"TEB",13184,"MBS",1,
"04Q","Tradewind Aviation",15167,"TEB",15382,"TVI",1,
"04Q","Tradewind Aviation",15167,"TEB",10540,"BED",1,
"04Q","Tradewind Aviation",15167,"TEB",10721,"BOS",1,
"04Q","Tradewind Aviation",15167,"TEB",11790,"FTY",1,
"04Q","Tradewind Aviation",15167,"TEB",13535,"MVL",1,
"04Q","Tradewind Aviation",15167,"TEB",10785,"BTV",1,
"04Q","Tradewind Aviation",15167,"TEB",13296,"MHT",1,
"04Q","Tradewind Aviation",11790,"FTY",15167,"TEB",1,
"04Q","Tradewind Aviation",15041,"SUN",11775,"FSD",1,
"04Q","Tradewind Aviation",10519,"BCT",15096,"SYR",1,
"04Q","Tradewind Aviation",15027,"STX",15024,"STT",1,
"04Q","Tradewind Aviation",10577,"BGM",13987,"OXC",1,
"04Q","Tradewind Aviation",12153,"HLG",12197,"HPN",1,
"04Q","Tradewind Aviation",12587,"JZI",12197,"HPN",1,
"04Q","Tradewind Aviation",13505,"MTN",12197,"HPN",1,
"04Q","Tradewind Aviation",13685,"NJ1",13987,"OXC",1,
"04Q","Tradewind Aviation",10154,"ACK",12197,"HPN",1,
"04Q","Tradewind Aviation",10154,"ACK",15167,"TEB",1,
"04Q","Tradewind Aviation",13731,"NPT",15167,"TEB",1,
"04Q","Tradewind Aviation",14255,"PSF",13125,"LWM",1,
"04Q","Tradewind Aviation",14488,"RDG",11764,"FRG",1,
"04Q","Tradewind Aviation",10257,"ALB",14488,"RDG",1,
"04Q","Tradewind Aviation",15427,"UBF",12197,"HPN",1,
"04Q","Tradewind Aviation",10785,"BTV",15167,"TEB",1,
"04Q","Tradewind Aviation",10785,"BTV",11456,"DXR",1,
"04Q","Tradewind Aviation",11775,"FSD",12197,"HPN",1,
"04Q","Tradewind Aviation",13535,"MVL",12197,"HPN",2,
"04Q","Tradewind Aviation",13987,"OXC",13535,"MVL",2,
"04Q","Tradewind Aviation",12197,"HPN",13987,"OXC",2,
"04Q","Tradewind Aviation",12197,"HPN",13535,"MVL",2,
"04Q","Tradewind Aviation",10792,"BUF",11764,"FRG",2,
"04Q","Tradewind Aviation",15380,"TVC",15167,"TEB",2,
"04Q","Tradewind Aviation",15016,"STL",12197,"HPN",2,
"04Q","Tradewind Aviation",14259,"PSM",12932,"LEB",2,
"04Q","Tradewind Aviation",12119,"HGR",12197,"HPN",2,
"04Q","Tradewind Aviation",10874,"CAK",12197,"HPN",2,
"04Q","Tradewind Aviation",13398,"MMU",14711,"SCE",2,
"04Q","Tradewind Aviation",13398,"MMU",11764,"FRG",2,
"04Q","Tradewind Aviation",13535,"MVL",10540,"BED",2,
"04Q","Tradewind Aviation",13535,"MVL",12197,"HPN",2,
"04Q","Tradewind Aviation",13541,"MVY",12197,"HPN",2,
"04Q","Tradewind Aviation",10821,"BWI",14307,"PVD",2,
"04Q","Tradewind Aviation",10990,"CHO",12197,"HPN",2,
"04Q","Tradewind Aviation",16091,"YIP",15167,"TEB",2,
"04Q","Tradewind Aviation",10171,"ADS",14050,"PDK",2,
"04Q","Tradewind Aviation",10198,"AGC",15070,"SWF",2,
"04Q","Tradewind Aviation",10158,"ACY",10519,"BCT",2,
"04Q","Tradewind Aviation",10348,"ARB",15167,"TEB",2,
"04Q","Tradewind Aviation",14711,"SCE",13398,"MMU",2,
"04Q","Tradewind Aviation",10419,"AUO",15167,"TEB",2,
"04Q","Tradewind Aviation",13931,"ORF",10519,"BCT",2,
"04Q","Tradewind Aviation",10945,"CEU",10990,"CHO",2,
"04Q","Tradewind Aviation",10965,"CGF",12197,"HPN",2,
"04Q","Tradewind Aviation",11650,"FCM",14044,"PCT",2,
"04Q","Tradewind Aviation",12587,"JZI",10135,"ABE",2,
"04Q","Tradewind Aviation",12932,"LEB",12197,"HPN",2,
"04Q","Tradewind Aviation",13008,"LKP",11764,"FRG",2,
"04Q","Tradewind Aviation",14307,"PVD",15167,"TEB",2,
"04Q","Tradewind Aviation",14539,"RKD",12197,"HPN",2,
"04Q","Tradewind Aviation",15043,"SUS",10423,"AUS",2,
"04Q","Tradewind Aviation",15427,"UBF",15356,"TTN",2,
"04Q","Tradewind Aviation",12264,"IAD",14307,"PVD",2,
"04Q","Tradewind Aviation",12397,"ITH",10540,"BED",2,
"04Q","Tradewind Aviation",10329,"APF",13931,"ORF",2,
"04Q","Tradewind Aviation",11764,"FRG",10792,"BUF",2,
"04Q","Tradewind Aviation",11764,"FRG",13398,"MMU",2,
"04Q","Tradewind Aviation",11764,"FRG",13008,"LKP",2,
"04Q","Tradewind Aviation",11764,"FRG",10721,"BOS",2,
"04Q","Tradewind Aviation",11764,"FRG",14182,"PNE",2,
"04Q","Tradewind Aviation",10540,"BED",12397,"ITH",2,
"04Q","Tradewind Aviation",10540,"BED",15167,"TEB",2,
"04Q","Tradewind Aviation",10540,"BED",13535,"MVL",2,
"04Q","Tradewind Aviation",14182,"PNE",11764,"FRG",2,
"04Q","Tradewind Aviation",12197,"HPN",15016,"STL",2,
"04Q","Tradewind Aviation",12197,"HPN",10154,"ACK",2,
"04Q","Tradewind Aviation",12197,"HPN",12119,"HGR",2,
"04Q","Tradewind Aviation",12197,"HPN",10874,"CAK",2,
"04Q","Tradewind Aviation",12197,"HPN",10990,"CHO",2,
"04Q","Tradewind Aviation",12197,"HPN",10945,"CEU",2,
"04Q","Tradewind Aviation",12197,"HPN",10965,"CGF",2,
"04Q","Tradewind Aviation",12197,"HPN",14539,"RKD",2,
"04Q","Tradewind Aviation",12197,"HPN",10721,"BOS",2,
"04Q","Tradewind Aviation",12197,"HPN",14275,"PTK",2,
"04Q","Tradewind Aviation",12197,"HPN",14802,"SHD",2,
"04Q","Tradewind Aviation",12197,"HPN",11612,"EVV",2,
"04Q","Tradewind Aviation",12197,"HPN",13541,"MVY",2,
"04Q","Tradewind Aviation",12197,"HPN",13535,"MVL",2,
"04Q","Tradewind Aviation",12197,"HPN",14524,"RIC",2,
"04Q","Tradewind Aviation",12197,"HPN",15380,"TVC",2,
"04Q","Tradewind Aviation",10721,"BOS",12197,"HPN",2,
"04Q","Tradewind Aviation",10721,"BOS",15167,"TEB",2,
"04Q","Tradewind Aviation",14843,"SJU",12197,"HPN",2,
"04Q","Tradewind Aviation",10374,"ASH",14730,"SDF",2,
"04Q","Tradewind Aviation",15167,"TEB",15412,"TYS",2,
"04Q","Tradewind Aviation",15167,"TEB",11615,"EWB",2,
"04Q","Tradewind Aviation",15167,"TEB",16091,"YIP",2,
"04Q","Tradewind Aviation",15167,"TEB",14307,"PVD",2,
"04Q","Tradewind Aviation",15167,"TEB",12264,"IAD",2,
"04Q","Tradewind Aviation",15167,"TEB",10540,"BED",2,
"04Q","Tradewind Aviation",15167,"TEB",10721,"BOS",2,
"04Q","Tradewind Aviation",15167,"TEB",10348,"ARB",2,
"04Q","Tradewind Aviation",15167,"TEB",10419,"AUO",2,
"04Q","Tradewind Aviation",15167,"TEB",13535,"MVL",2,
"04Q","Tradewind Aviation",14275,"PTK",12197,"HPN",2,
"04Q","Tradewind Aviation",10519,"BCT",15016,"STL",2,
"04Q","Tradewind Aviation",10519,"BCT",10821,"BWI",2,
"04Q","Tradewind Aviation",14802,"SHD",12197,"HPN",2,
"04Q","Tradewind Aviation",15070,"SWF",10198,"AGC",2,
"04Q","Tradewind Aviation",11612,"EVV",11986,"GRR",2,
"04Q","Tradewind Aviation",15027,"STX",15024,"STT",2,
"04Q","Tradewind Aviation",15356,"TTN",15427,"UBF",2,
"04Q","Tradewind Aviation",14730,"SDF",10374,"ASH",2,
"04Q","Tradewind Aviation",10154,"ACK",10540,"BED",2,
"04Q","Tradewind Aviation",10154,"ACK",12197,"HPN",2,
"04Q","Tradewind Aviation",10785,"BTV",12197,"HPN",2,
"04Q","Tradewind Aviation",11986,"GRR",12197,"HPN",2,
"04Q","Tradewind Aviation",12478,"JFK",12222,"HTO",2,
"04Q","Tradewind Aviation",14524,"RIC",12197,"HPN",2,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14576,"ROC",10257,"ALB",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14576,"ROC",10158,"ACY",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11042,"CLE",10158,"ACY",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11042,"CLE",12339,"IND",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,"DTW",13487,"MSP",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,"DTW",10540,"BED",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13360,"MLB",12884,"LAN",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"CVG",11618,"EWR",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"CVG",13871,"OMA",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"CVG",10874,"CAK",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"CVG",13342,"MKE",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"CVG",10158,"ACY",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"CVG",11259,"DAL",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"CVG",14100,"PHL",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"CVG",10693,"BNA",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"CVG",14112,"PIE",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"CVG",11027,"CKB",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,"BUF",11973,"GPT",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,"BUF",11066,"CMH",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,"BUF",13230,"MDT",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,"BUF",10781,"BTR",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,"BUF",14122,"PIT",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,"BUF",14576,"ROC",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",13303,"MIA",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",15016,"STL",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",10185,"AEX",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",11067,"CMI",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",10747,"BRO",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",11953,"GNV",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",15096,"SYR",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",12896,"LBB",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",10158,"ACY",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",13203,"MCN",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",14092,"PGV",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",11259,"DAL",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",13341,"MKC",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",13495,"MSY",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",12945,"LEX",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",10529,"BDL",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",14112,"PIE",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",15249,"TLH",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",14843,"SJU",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",13204,"MCO",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13930,"ORD",14492,"RDU",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13930,"ORD",11764,"FRG",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13930,"ORD",14107,"PHX",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,"STL",11292,"DEN",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,"STL",15153,"TCL",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,"STL",14122,"PIT",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,"STL",10397,"ATL",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,"STL",10868,"CAE",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,"STL",11027,"CKB",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,"STL",12954,"LGB",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10627,"BIS",13433,"MOT",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10627,"BIS",11563,"ENV",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10980,"CHA",15412,"TYS",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10980,"CHA",12451,"JAX",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11140,"CRP",11563,"ENV",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11140,"CRP",12206,"HRL",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10713,"BOI",11563,"ENV",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,"SAT",14869,"SLC",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,"SAT",11563,"ENV",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11638,"FAT",10590,"IFP",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11638,"FAT",13476,"MRY",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",10792,"BUF",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",13303,"MIA",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",10185,"AEX",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",12266,"IAH",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",14259,"PSM",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",11150,"CSG",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",11540,"ELP",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",10747,"BRO",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",13230,"MDT",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",10466,"AZA",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",13487,"MSP",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",11259,"DAL",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",12945,"LEX",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",14730,"SDF",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,"GPT",10792,"BUF",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,"GPT",13303,"MIA",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,"GPT",11066,"CMH",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,"GPT",12451,"JAX",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,"GPT",10821,"BWI",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,"GPT",12339,"IND",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,"GPT",14492,"RDU",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,"GPT",15249,"TLH",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,"GPT",10397,"ATL",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,"GPT",14524,"RIC",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13029,"LNK",11618,"EWR",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13029,"LNK",13342,"MKE",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13029,"LNK",13485,"MSN",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13029,"LNK",14100,"PHL",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13029,"LNK",10529,"BDL",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13029,"LNK",13232,"MDW",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,"CMI",11066,"CMH",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,"CMI",11111,"COU",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,"CMI",10821,"BWI",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,"CMI",16091,"YIP",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,"CMI",11834,"FYV",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,"CMI",12896,"LBB",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,"CMI",13485,"MSN",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,"CMI",13244,"MEM",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,"CMI",12884,"LAN",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,"CMI",15249,"TLH",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,"CMI",15356,"TTN",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12266,"IAH",13256,"MFE",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12266,"IAH",10590,"IFP",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13256,"MFE",13061,"LRD",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13256,"MFE",11563,"ENV",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13256,"MFE",10590,"IFP",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",10792,"BUF",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",13930,"ORD",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",11973,"GPT",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",11067,"CMI",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",11618,"EWR",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",11995,"GSO",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",11267,"DAY",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",10821,"BWI",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",14092,"PGV",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",14492,"RDU",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",14100,"PHL",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",10540,"BED",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",12892,"LAX",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",10721,"BOS",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,"EWR",11193,"CVG",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,"EWR",10792,"BUF",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,"EWR",13029,"LNK",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,"EWR",11067,"CMI",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,"EWR",11066,"CMH",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,"EWR",13061,"LRD",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,"EWR",10990,"CHO",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,"EWR",13244,"MEM",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,"EWR",12339,"IND",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,"EWR",10529,"BDL",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,"EWR",10693,"BNA",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,"EWR",10540,"BED",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14259,"PSM",11618,"EWR",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13891,"ONT",14262,"PSP",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13891,"ONT",14679,"SAN",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11150,"CSG",10747,"BRO",1,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11150,"CSG",11259,"DAL",1,
